INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
40016005	4	0	16	5	昙花	1	"刹那的美丽与辉煌,一瞬即永恒。#r#G收集指定组合的鲜花，可在8月3日-8月9日的节日活动中兑换珍贵的道具。"	80000	50213	999	-1	1	-1	0	0	1090101001	-1	6	3	0	0	0	-1	-1	8	333	1	0
40016006	4	0	16	6	不忘初心	1	使用后随机获得一株#Y九里香#l或#Y六月雪#l。	1	50100	999	701002	1	-1	0	0	-1	-1	-1	3	0	0	0	-1	-1	8	-1	1	0
40016007	4	0	16	7	旖旎之约	1	使用后随机获得一株#Y牡丹花#l或#Y兰花#l。	1	50101	999	701002	1	-1	0	0	-1	-1	-1	3	0	0	0	-1	-1	8	-1	1	0
40016008	4	0	16	8	一念执着	1	使用后随机获得一株#Y曼陀罗#l或#Y昙花#l。	1	50099	999	701002	1	-1	0	0	-1	-1	-1	3	0	0	0	-1	-1	8	-1	1	0
#20170831 Q3 笔墨纸砚活动																												
40016009	4	0	16	9	湖笔	1	“文房四宝”之一，以浙江湖州善琏镇的毛笔最为出名，被誉为“笔中之冠”。#r#G收集指定组合的文房四宝，可在8月31日-9月6日的节日活动中兑换珍贵的道具。	40000	50236	999	-1	1	-1	0	0	1090101001	-1	6	3	0	0	0	-1	-1	8	348	1	0
40016010	4	0	16	10	徽墨	1	“文房四宝”之一，因产于古徽州府而得名，是用桐油烟、麝香、冰片、金箔、珍珠粉等10余种名贵材料制成。#r#G收集指定组合的文房四宝，可在8月31日-9月6日的节日活动中兑换珍贵的道具。	80000	50237	999	-1	1	-1	0	0	1090101001	-1	6	3	0	0	0	-1	-1	8	349	1	0
40016011	4	0	16	11	宣纸	1	“文房四宝”之一，以安徽宣城泾县的宣纸最为出名，宣纸具有“韧而能润、光而不滑”的特点，更是有“纸中之王、千年寿纸”的誉称。#r#G收集指定组合的文房四宝，可在8月31日-9月6日的节日活动中兑换珍贵的道具。	80000	50238	999	-1	1	-1	0	0	1090101001	-1	6	3	0	0	0	-1	-1	8	350	1	0
40016012	4	0	16	12	端砚	1	“文房四宝”之一，中国四大名砚之一，端砚以石质坚实、润滑、细腻、娇嫩而驰名于世，端溪古砚天下奇，紫花夜半吐虹霓。#r#G收集指定组合的文房四宝，可在8月31日-9月6日的节日活动中兑换珍贵的道具。	80000	50239	999	-1	1	-1	0	0	1090101001	-1	6	3	0	0	0	-1	-1	8	351	1	0
#20170930 Q3 月饼制作大赛活动																												
40016013	4	0	16	13	黄油	1	一种制作月饼不可或缺的材料。#r#G可在9月30日-10月7日的节日活动中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以烹饪出不同的月饼，打开月饼更可以获得神秘的礼物。	60000	50255	999	-1	1	-1	0	0	1090101001	-1	6	3	0	0	0	-1	-1	8	359	1	0
40016014	4	0	16	14	面粉	1	一种制作月饼不可或缺的材料。#r#G可在9月30日-10月7日的节日活动中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以烹饪出不同的月饼，打开月饼更可以获得神秘的礼物。	60000	50256	999	-1	1	-1	0	0	1090101001	-1	6	3	0	0	0	-1	-1	8	360	1	0
40016015	4	0	16	15	砂糖	1	一种制作月饼不可或缺的材料。#r#G可在9月30日-10月7日的节日活动中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以烹饪出不同的月饼，打开月饼更可以获得神秘的礼物。	60000	50257	999	-1	1	-1	0	0	1090101001	-1	6	3	0	0	0	-1	-1	8	361	1	0
40016016	4	0	16	16	五仁月饼	1	使用后可以获得神秘的礼物。#r#G“想当年我五仁，也曾风靡月饼界。”	1	50258	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016017	4	0	16	17	枣泥月饼	1	使用后可以获得神秘的礼物。#r#G“五仁月饼滚粗月饼界！”	1	50259	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016018	4	0	16	18	蛋黄月饼	1	使用后可以获得神秘的礼物。#r#G“据说每个讨厌五仁月饼的孩纸，都喜欢蛋黄月饼(害羞)。”	1	50260	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20171025 Q4 九月九，制菊酒活动																												
40016019	4	0	16	19	烧酒	1	用蒸馏法制成的酒，透明无色，是调配美酒必备的材料。#r#G可在10月26日-11月1日的节日活动中使用，也可卖给商店换点小钱。通过调配各种酿酒材料的数量，可以调制出不同的美酒，饮用美酒更可以获得神的礼物。	30000	50279	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	364	1	0
40016020	4	0	16	20	菊花	1	民间常用其与酒曲酿酒，其味清凉甜美。#r#G可在10月26日-11月1日的节日活动中使用，也可卖给商店换点小钱。通过调配各种酿酒材料的数量，可以调制出不同的美酒，饮用美酒更可以获得神秘的礼物。	30000	50281	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	365	1	0
40016021	4	0	16	21	枸杞	1	民间常用其与酒曲酿酒，具有滋补虚弱，延年益寿之效。#r#G可在10月26日-11月1日的节日活动中使用，也可卖给商店换点小钱。通过调制各种酿酒材料的数量，可以调配出不同的美酒，饮用美酒更可以获得神秘的礼物。	30000	50280	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	366	1	0
40016022	4	0	16	22	寻常菊酒	1	重阳佳节，必饮菊酒，使用后可以获得神秘的礼物。#r#G“酒能祛百病，菊能制颓龄”	1	50282	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016023	4	0	16	23	上品佳酿	1	此酒香气清柔，入口柔绵，使用后可以获得神秘的礼物。#r#G“岑夫子，丹丘生，将进酒，杯莫停”	1	50283	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016024	4	0	16	24	宫廷御酒	1	宫廷御用美酒，纯净透明、醇馥幽郁，使用后可以获得神秘的礼物。#r#G“呼儿将出换美酒，与尔同销万古愁”	1	50284	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20171123 Q4 感恩节制火鸡																												
40016025	4	0	16	25	黄油	1	感恩节烹制火鸡必不可少的调料。#r#G可在11月23日-11月29日的感恩节制火鸡活动中使用，也可卖给商店换点小钱。通过调配各种调料的数量，可以烹制出不同火鸡美食。	30000	50255	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	369	1	0
40016026	4	0	16	26	迭迭香	1	感恩节烹制火鸡必不可少的调料。#r#G可在11月23日-11月29日的感恩节制火鸡活动中使用，也可卖给商店换点小钱。通过调配各种调料的数量，可以烹制出不同火鸡美食。	30000	50294	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	370	1	0
40016027	4	0	16	27	香芹	1	感恩节烹制火鸡必不可少的调料。#r#G可在11月23日-11月29日的感恩节制火鸡活动中使用，也可卖给商店换点小钱。通过调配各种调料的数量，可以烹制出不同火鸡美食。	30000	50299	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	371	1	0
40016028	4	0	16	28	火鸡卷饼	1	使用后随机获得一种奖励，有概率获得1个#Y打造材料宝箱#l、3个#Y新莽神符碎片#l或6个#Y五色神石#l。#r#G裹满美味酱料的火鸡肉卷饼是感恩节必不可少的美食。	1	50296	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016029	4	0	16	29	香葱鸡排	1	使用后随机获得一种奖励，有概率获得1个#Y神秘钥匙#l、3个#Y潜能果#l或#Y20百炼精华#l。#r#G香葱搭配鸡排...呃...再来一杯香醇的啤酒...嗝...感恩节快乐。	1	50298	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016030	4	0	16	30	黄金烤全鸡	1	使用后随机获得一种奖励，有概率获得1个#Y月白龙马(7天)#l、1个#Y3级宝石宝箱#l或1个#Y蓝田玉令#l。#r#G感恩节怎么能少了外焦里嫩，酥脆金黄的黄金烤全鸡。	1	50295	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20171720 Q4 暗器打造																												
40016031	4	0	16	31	精铁	1	打造暗器必不可少的材料。#r#G可在12月21日-12月27日的唐门暗器制作活动中使用，也可卖给商店换点小钱。通过调配各种材料的数量，可以打造出不同暗器。	30000	50314	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	369	1	0
40016032	4	0	16	32	紫金	1	打造暗器必不可少的材料。#r#G可在12月21日-12月27日的唐门暗器制作活动中使用，也可卖给商店换点小钱。通过调配各种材料的数量，可以打造出不同暗器。	30000	50316	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	370	1	0
40016033	4	0	16	33	毒液	1	打造暗器必不可少的材料。#r#G可在12月21日-12月27日的唐门暗器制作活动中使用，也可卖给商店换点小钱。通过调配各种材料的数量，可以打造出不同暗器。	30000	50312	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	371	1	0
40016034	4	0	16	34	龙须针	1	使用后随机获得一种奖励，有概率获得#Y100积分#l、1个#Y3级宝石宝箱#l、3个#Y新莽神符碎片#l或10个#Y五色神石#l。	1	50315	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016035	4	0	16	35	飞针	1	使用后随机获得一种奖励，有概率获得#Y200积分#l、1个#Y神秘钥匙#l、5个#Y潜能果#l或#Y20百炼精华#l。	1	50313	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016036	4	0	16	36	暴雨梨花针	1	使用后随机获得一种奖励，有概率获得#Y500积分#l、1个#Y烈火金刚(7天)#l、1个#Y打造材料宝箱#l或1个#Y蓝田玉令#l。	1	50311	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20180125 Q1 暖心腊八粥																												
40016037	4	0	16	37	白米	1	烹饪腊八粥必不可少的材料。#r#G可在1月25日-1月31日的暖心腊八粥活动中使用，也可卖给商店换点小钱。通过调配各种材料的数量，可以烹饪出不同粥。	30000	50332	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	369	1	0
40016038	4	0	16	38	板栗	1	烹饪腊八粥必不可少的材料。#r#G可在1月25日-1月31日的暖心腊八粥活动中使用，也可卖给商店换点小钱。通过调配各种材料的数量，可以烹饪出不同粥。	30000	50331	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	370	1	0
40016039	4	0	16	39	杏仁	1	烹饪腊八粥必不可少的材料。#r#G可在1月25日-1月31日的暖心腊八粥活动中使用，也可卖给商店换点小钱。通过调配各种材料的数量，可以烹饪出不同粥。	30000	50333	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	371	1	0
40016040	4	0	16	40	腊八粥	1	使用后随机获得一种奖励，有概率获得#Y100积分#l、1个#Y新莽神符#l或15个#Y五色神石#l。	1	50334	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016041	4	0	16	41	暖心腊八粥	1	使用后随机获得一种奖励，有概率获得#Y200积分#l、8个#Y潜能果#l或1个#Y神秘钥匙#l。	1	50335	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016042	4	0	16	42	真情腊八粥	1	使用后随机获得一种奖励，有概率获得#Y500积分#l、1个#Y紫毫灵喵(7天)#l、10个#Y暗器修炼石#l或1个#Y千淬神玉#l。	1	50336	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20180302 Q1 元宵节活动																												
40016043	4	0	16	43	面粉	1	包汤圆必不可少的材料。#r#G可在3月2日-3月8日的包汤圆活动中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以包出不同的汤圆。	30000	50256	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	369	1	0
40016044	4	0	16	44	春笋	1	包汤圆必不可少的材料。#r#G可在3月2日-3月8日的包汤圆活动中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以包出不同的汤圆。	30000	50346	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	370	1	0
40016045	4	0	16	45	大肉	1	包汤圆必不可少的材料。#r#G可在3月2日-3月8日的包汤圆活动中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以包出不同的汤圆。	30000	50349	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	371	1	0
40016046	4	0	16	46	玲珑汤圆	1	使用后随机获得一种奖励，有概率获得#Y100积分#l、1个#Y3级宝石宝箱#l或15个#Y五色神石#l。	1	50348	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016047	4	0	16	47	圆溜汤圆	1	使用后随机获得一种奖励，有概率获得#Y200积分#l、5个#Y潜能果#l或1个#Y蓝田玉令#l。	1	50350	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016048	4	0	16	48	豪华汤圆	1	使用后随机获得一种奖励，有概率获得#Y500积分#l、1个#Y魅羽(7天)#l、12个#Y灵魂碎片·青#l或2个#Y润魂石#l。	1	50347	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20180405 Q2 糯香青团活动																												
40016049	4	0	16	49	糯米	1	将青艾汁拌进糯米粉里，包入豆沙，便可制成清香可口的江南名小吃——青团。#r#G可在4月5日-4月12日的糯香青团活动中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以包出不同口味的青团。	30000	50366	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	369	1	0
40016050	4	0	16	50	青艾汁	1	将青艾汁拌进糯米粉里，包入豆沙，便可制成清香可口的江南名小吃——青团。#r#G可在4月5日-4月12日的糯香青团活动中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以包出不同口味的青团。	30000	50368	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	370	1	0
40016051	4	0	16	51	豆沙	1	将青艾汁拌进糯米粉里，包入豆沙，便可制成清香可口的江南名小吃——青团。#r#G可在4月5日-4月12日的糯香青团活动中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以包出不同口味的青团。	30000	50364	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	371	1	0
40016052	4	0	16	52	玲珑青团	1	使用后随机获得一种奖励，有概率获得#Y100积分#l、3个#Y新莽神符碎片#l或15个#Y五色神石#l。	1	50365	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016053	4	0	16	53	软香青团	1	使用后随机获得一种奖励，有概率获得#Y200积分#l、6个#Y潜能果#l或1个#Y蓝田玉令#l。	1	50369	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016054	4	0	16	54	糯香青团	1	使用后随机获得一种奖励，有概率获得#Y500积分#l、1个#Y饕餮(3天)#l、15个#Y灵魂碎片·青#l或1个#Y九天灵珀#l。	1	50367	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20180517 Q2 周年福袋制作活动																												
40016055	4	0	16	55	红绳	1	制作周年福袋不可缺少的材料。#r#G可在5月17日-5月23日的周年福袋制作活动中使用，也可卖给商店换点小钱。通过调配各种材料的数量，可以制作出不同的周年福袋。	30000	50416	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	369	1	0
40016056	4	0	16	56	红布袋	1	制作周年福袋不可缺少的材料。#r#G可在5月17日-5月23日的周年福袋制作活动中使用，也可卖给商店换点小钱。通过调配各种材料的数量，可以制作出不同的周年福袋。	30000	50415	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	370	1	0
40016057	4	0	16	57	红纸	1	制作周年福袋不可缺少的材料。#r#G可在5月17日-5月23日的周年福袋制作活动中使用，也可卖给商店换点小钱。通过调配各种材料的数量，可以制作出不同的周年福袋。	30000	50417	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	371	1	0
40016058	4	0	16	58	福瑞周年福袋	1	使用后随机获得一种奖励，有概率获得#Y100积分#l、2个#Y打造材料宝箱#l或10个#Y五色神石#l。	1	50418	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016059	4	0	16	59	锦瑞周年福袋	1	使用后随机获得一种奖励，有概率获得#Y200积分#l、3个#Y天罡强化宝箱#l或1个#Y蓝田玉令#l。	1	50419	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016060	4	0	16	60	祥瑞周年福袋	1	使用后随机获得一种奖励，有概率获得#Y500积分#l、1个#Y一炮冲天(3天)#l、5个#Y潜能果#l或1个#Y神秘钥匙#l。	1	50420	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20180611 Q2 武当铸剑活动																												
40016061	4	0	16	61	精铁	1	铸造武当神剑不可缺少的材料。#r#G可在6月11日-6月14日的武当铸剑活动中使用，也可卖给商店换点小钱。通过调整各种铸剑材料的数量，可以锻造出不同的武当神剑。	30000	50426	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	369	1	0
40016062	4	0	16	62	鹤羽	1	铸造武当神剑不可缺少的材料。#r#G可在6月11日-6月14日的武当铸剑活动中使用，也可卖给商店换点小钱。通过调整各种铸剑材料的数量，可以锻造出不同的武当神剑。	30000	50425	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	370	1	0
40016063	4	0	16	63	淬火	1	铸造武当神剑不可缺少的材料。#r#G可在6月11日-6月14日的武当铸剑活动中使用，也可卖给商店换点小钱。通过调整各种铸剑材料的数量，可以锻造出不同的武当神剑。	30000	50424	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	371	1	0
40016064	4	0	16	64	千越剑	1	使用后随机获得一种奖励，有概率获得#Y100积分#l、1个#Y新莽神符#l或15个#Y五色神石#l。	1	50427	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016065	4	0	16	65	七星剑	1	使用后随机获得一种奖励，有概率获得#Y200积分#l、6个#Y潜能果#l或1个#Y神秘钥匙#l。	1	50428	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016066	4	0	16	66	太极剑	1	使用后随机获得一种奖励，有概率获得#Y500积分#l、1个#Y蚩尤剑(7天)#l、6个#Y1级精金石#l或10个#Y暗器修炼石#l。	1	50429	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20180920 Q3 月下小食活动																												
40016067	4	0	16	67	黄油	1	一种制作月饼不可或缺的材料。#r#G可在9月20日-9月26日的节日活动月下小食中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以烹饪出不同的月饼，打开月饼更可以获得神秘的礼物。	30000	50255	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	369	1	0
40016068	4	0	16	68	面粉	1	一种制作月饼不可或缺的材料。#r#G可在9月20日-9月26日的节日活动月下小食中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以烹饪出不同的月饼，打开月饼更可以获得神秘的礼物。	30000	50256	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	370	1	0
40016069	4	0	16	69	砂糖	1	一种制作月饼不可或缺的材料。#r#G可在9月20日-9月26日的节日活动月下小食中使用，也可卖给商店换点小钱。通过调配各种食材的数量，可以烹饪出不同的月饼，打开月饼更可以获得神秘的礼物。	30000	50257	999	-1	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	371	1	0
40016070	4	0	16	70	一口月饼	1	使用后随机获得一种奖励，有概率获得#Y100积分#l、1个#Y新莽神符#l或15个#Y五色神石#l。	1	50258	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016071	4	0	16	71	富贵月饼	1	使用后随机获得一种奖励，有概率获得#Y200积分#l、6个#Y潜能果#l或1个#Y神秘钥匙#l。	1	50259	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016072	4	0	16	72	宫廷月饼	1	使用后随机获得一种奖励，有概率获得#Y500积分#l、1个#Y铸纹血玉#l、5个#Y玉龙髓#l或1个#Y龙元晶珀#l。	1	50260	999	701002	1	-1	0	0	-1	-1	6	3	0	0	0	-1	-1	8	-1	1	0
40016999	4	0	16	5	神秘花	1	占ID。素质配表你我他，莫要在此随便插。尔等若要插我表，他日必定爆菊花。	1	50260	999	-1	1	-1	0	0	1090101001	-1	6	3	0	0	0	-1	-1	8	-1	1	0
#20171001 普天同庆活动																												
40017001	4	0	17	1	助燃礼花	30	10月1日-10月7日假期期间，可填充到洛阳欢度假期礼炮。#r#G填充可获得大量经验和铜钱，解锁礼炮发射进度和阶段奖励。	1	50262	999	-1	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	357	1	0
40017002	4	0	17	2	烟花道具（播放特效用）	1	欢度假期活动烟花使用	1	50254	999	-1	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40017003	4	0	17	3	欢度假期木宝箱	30	使用后可以获得#Y基础家具图纸宝箱x1#l、#Y枫叶x2#l和#Y20万铜钱#l。#r#G欢度假期活动礼炮进度达到第一阶段可领取	1	50002	999	701002	1	-1	0	1	-1	-1	6	0	1	0	0	-1	-1	8	-1	1	0
40017004	4	0	17	4	欢度假期铜宝箱	30	使用后可以获得#Y普通家具图纸宝箱x1#l、#Y枫叶x4#l和#Y30万铜钱#l。#r#G欢度假期活动礼炮进度达到第二阶段可领取	1	50003	999	701002	1	-1	0	1	-1	-1	6	1	1	0	0	-1	-1	8	-1	1	0
40017005	4	0	17	5	欢度假期锡宝箱	30	使用后可以获得#Y普通家具图纸宝箱x2#l、#Y枫叶x6#l和#Y50万铜钱#l。#r#G欢度假期活动礼炮进度达到第三阶段可领取	1	50004	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	0
40017006	4	0	17	6	欢度假期银宝箱	30	使用后可以获得#Y中档家具图纸宝箱x1#l、#Y枫叶x8#l和#Y80万铜钱#l。#r#G欢度假期活动礼炮进度达到第四阶段可领取	1	50005	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40017007	4	0	17	7	欢度假期金宝箱	30	使用后可以获得#Y中档家具图纸宝箱x2#l、#Y枫叶x10#l和#Y100万铜钱#l。#r#G欢度假期活动礼炮进度达到第五阶段可领取	1	50006	999	701002	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
#20171025 明教预热活动																												
40017008	4	0	17	8	烈火铸圣令木宝箱	20	使用后可以获得1个#Y3级宝石宝箱#l、2个#Y聚灵宝箱#l和1个#Y卷轴碎片#l。#r#G烈火铸圣令活动白金玄铁提交进度达到第一阶段可领取	1	50002	999	701002	1	-1	0	1	-1	-1	6	0	1	0	0	-1	-1	8	-1	1	0
40017009	4	0	17	9	烈火铸圣令铜宝箱	20	使用后可以获得1个#Y新莽神符#l、15个#Y五色神石#l和#Y100绑定元宝#l。#r#G烈火铸圣令活动白金玄铁提交进度达到第二阶段可领取	1	50003	999	701002	1	-1	0	1	-1	-1	6	1	1	0	0	-1	-1	8	-1	1	0
40017010	4	0	17	10	烈火铸圣令锡宝箱	20	使用后可以获得1个#Y打造材料宝箱#l、10个#Y潜能果#l和10个#Y五色神石#l。#r#G烈火铸圣令活动白金玄铁提交进度达到第三阶段可领取	1	50004	999	701002	1	-1	0	1	-1	-1	6	2	1	0	0	-1	-1	8	-1	1	0
40017011	4	0	17	11	烈火铸圣令银宝箱	20	使用后可以获得1个#Y锦绣内丹福袋#l、#Y100绑定元宝#l和15个#Y五色神石#l。#r#G烈火铸圣令活动白金玄铁提交进度达到第四阶段可领取	1	50005	999	701002	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	0
40017012	4	0	17	12	烈火铸圣令金宝箱	20	使用后可以获得1个#Y新莽神符#l、10个#Y潜能果#l和1个#Y打造材料宝箱#l。#r#G烈火铸圣令活动白金玄铁提交进度达到第五阶段可领取	1	50006	999	701002	1	-1	0	1	-1	-1	6	4	1	0	0	-1	-1	8	-1	1	0
#40018000-40018999占位头像框类型，不能在这里面插楼																												
40018001	4	0	18	1	流光溢彩(30天)	15	光影流动，色彩夺目。#r#G使用后可获得有效期30天的相框：流光溢彩	1	20201	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018002	4	0	18	2	圣诞花环(30天)	15	青青圣诞树，熠熠满祝福。#r#G使用后可获得有效期30天的相框：圣诞花环	1	20202	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018003	4	0	18	3	粉色含春(30天)	15	粉色无边送春归。#r#G使用后可获得有效期30天的相框：粉色含春	1	20203	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018004	4	0	18	4	踏雪寻梅(30天)	15	暗香浮动，红梅迎春。#r#G使用后可获得有效期30天的相框：踏雪寻梅	1	20204	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018005	4	0	18	5	爆竹迎新(30天)	15	夜声喧爆竹，又是一年新。#r#G使用后可获得有效期30天的相框：爆竹迎新	1	20205	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018006	4	0	18	6	深情爱恋(30天)	15	情不知所起，一往而深，你是我最深的爱恋。#r#G使用后可获得有效期30天的相框：深情爱恋	1	20206	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018007	4	0	18	7	丝带蝴蝶(30天)	15	粉色的蝴蝶结，少女们的最爱。#r#G使用后可获得有效期30天的相框：丝带蝴蝶	1	20207	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018008	4	0	18	8	柳色映梨(30天)	15	柳色青山映，梨花飞满城。#r#G使用后可获得有效期30天的相框：柳色映梨	1	20208	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018009	4	0	18	9	莲灯辉月(30天)	15	花灯火树千春妍，忽见清辉映月阑。#r#G使用后可获得有效期30天的相框：莲灯辉月	1	20209	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018010	4	0	18	10	春水桃花(30天)	15	山桃红花满上头，蜀江春水拍山流。#r#G使用后可获得有效期30天的相框：春水桃花	1	20210	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018011	4	0	18	11	柳色映梨(永久)	15	柳色青山映，梨花飞满城。#r#G使用后可获得永久相框：柳色映梨	1	20208	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018012	4	0	18	12	稻谷飘香(30天)	15	仓庚百啭蚕桑启，布谷一声粳稻香。#r#G使用后可获得有效期30天的相框：稻谷飘香	1	20211	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
40018013	4	0	18	13	稻谷飘香(永久)	15	仓庚百啭蚕桑启，布谷一声粳稻香。#r#G使用后可获得永久相框：稻谷飘香	1	20211	1	900150	1	-1	0	1	-1	-1	6	3	1	0	0	-1	-1	8	-1	1	1
