int	string	string
96843	宋辽第二	恭喜少侠宋辽中所向无敌，获得了第二名，广发宝箱，分享喜悦！
96844	宋辽8次	恭喜少侠宋辽中所向无敌，已经获得了八次胜利，广发宝箱，分享喜悦！
96845	宋辽15次	恭喜少侠宋辽中所向无敌，获得十五次胜利，广发宝箱，分享喜悦！
96846	宋辽40次	恭喜少侠宋辽中所向无敌，获得四十次胜利，广发宝箱，分享喜悦！
96847	英雄试炼4	恭喜少侠通关四层的英雄试炼！广发福袋，分享喜悦！
96848	英雄试炼6	恭喜少侠通关六层的英雄试炼！广发福袋，分享喜悦！
96849	英雄试炼8	恭喜少侠通关八层的英雄试炼！广发福袋，分享喜悦！
96850	英雄试炼10	恭喜少侠通关十层的英雄试炼！广发福袋，分享喜悦！
96851	累计2000元宝	少侠累计消耗两千元宝，给大家发个宝箱吧！
96852	累计5000元宝	少侠累计消耗五千元宝，给大家发个宝箱吧！
96853	累计20000元宝	少侠累计消耗两万元宝，给大家发个宝箱吧！
96854	首次结婚	千禧年结千年缘，百年身伴百年眠。天生才子佳人配，只羡鸳鸯不羡仙。我结婚啦！！
96855	争夺战洛阳帮主	帮会披荆斩棘，终不负众望赢得胜利，一举夺下洛阳城！
96856	争夺战洛阳副帮主	帮会披荆斩棘，终不负众望赢得胜利，一举夺下洛阳城！
96857	争夺战洛阳长老	帮会披荆斩棘，终不负众望赢得胜利，一举夺下洛阳城！
96858	占领洛阳城3次	帮会披荆斩棘，累计占领洛阳城达到三次！
96859	占领洛阳城6次	帮会披荆斩棘，累计占领洛阳城达到六次！
96860	占领洛阳城10次	帮会披荆斩棘，累计占领洛阳城达到十次！
96861	占领洛阳城15次	帮会披荆斩棘，累计占领洛阳城达到十五次！
96862	占领二级城市5次	帮会披荆斩棘，累计占领二级城市达到五次！
96863	领地战最高分	我在领地战中披荆斩棘，夺得战场最高分！
96864	占领二级城市15次	帮会披荆斩棘，累计占领二级城市达到十五次！
96865	占领二级城市20次	帮会披荆斩棘，累计占领二级城市达到二十次！
96866	占领村庄8次	帮会披荆斩棘，累计占领三级村庄达到八次！
96867	占领村庄13次	帮会披荆斩棘，累计占领三级村庄达到十三次！
96868	占领村庄18次	帮会披荆斩棘，累计占领三级村庄达到十八次！
96869	占领村庄25次	帮会披荆斩棘，累计占领三级村庄达到二十五次！
96870	镜湖抢到大龙队长	少侠带领队友击败镜湖混江龙，有如神助！
96871	镜湖抢大龙5次	少侠累积击败镜湖混江龙五次，有如神助！
96872	镜湖抢大龙10次	少侠累积击败镜湖混江龙十次，有如神助！
96873	镜湖抢大龙15次	少侠累积击败镜湖混江龙十五次，有如神助！
96874	镜湖抢大龙20次	少侠累积击败镜湖混江龙二十次，有如神助！
96875	镜湖抢骁龙8次	少侠累积击败镜湖混江小龙八次，有如神助！
96876	镜湖抢骁龙15次	少侠累积击败镜湖混江小龙十五次，有如神助！
96877	镜湖抢骁龙25次	少侠累积击败镜湖混江小龙二十五次，有如神助！
96878	镜湖抢骁龙40次	少侠累积击败镜湖混江小龙四十次，有如神助！
96879	QQ宝箱	超时，请稍后再试！
96880	QQ宝箱	您已达到该种宝箱可分享总额度，无法分享
96881	QQ宝箱	您已达到该种宝箱今天可分享总额度
96882	QQ宝箱	您已达到宝箱可分享总额度，无法分享
96883	QQ宝箱	您已达到宝箱今天可分享总额度
96884	QQ宝箱	请您重新登陆账号后再进行分享
#明教预热第二期任务97001-97070		
#明教预热第二期任务-接		
97001	是敌是友	话说听闻方义士他们有一圣物……圣物上还有什么绝世武功？前几日，童大人差人来问，本官哪懂这些江湖上的事情，少侠可知其中缘由？唉，身不由己啊！
97002	真实身份	少侠，不瞒你说，我们其实是来自西域的明教，我派源于波斯，壮大于中土，后来波斯总教没落，见中土分教日益壮大，遣人送来六枚圣物作为象征，以表明归属关系。
97003	教中争执	教主年事已高，主张息事宁人，右使吕师襄那家伙也同意了，后来，算了，后来的事情，你去问朱言吧，背后不说人是非。
97004	左右使者	老大决意要把圣火令送回波斯，斩断波斯明教与中土明教的关系，自立自强。为此，他与右使发生了争执。听闻右使也来到了苏州，少侠不妨去与他一谈。
97005	烈火圣物	方左使那日赌气离开，将圣火令丢于总坛桌上，后来圣火令丢失，江湖上都传闻圣火令是被方左使带走，但是依照我对左使的了解，应该与他无关。
97006	无名杀手	在下奉命出教寻找圣火令，一路行来，在聚贤庄附近跟丢了线索，并且遭到了无名杀手的阻击，也不知道这些杀手是何来路，少侠兴许可以帮我探一探他们。
97007	回忆	如今江湖上关注此事的人不在少数，恐怕都是因为绝世神功而来，前些日子方左使遭受算计，估计也是与此有关，不知道左使离开总坛时是否有发现什么不对。
97008	鬼祟乞丐	要说有什么不正常的话……我出总坛的时候，在附近看到了不少叫花子，我们总坛在熔浆包围的山顶之上，常人难以接近，只怪我当时怒火攻心，大意了。
97009	烈酒赠舵主	此事老叫花并不清楚，但是定要查个水落石出的，蒋舵主现在正在聚贤庄分舵，少侠可前去找他相助，老叫花与蒋舵主也好些日子没见了，可否帮带坛酒给他？
97010	寻找线索	如此说来，前些日子，分舵确实有些帮众擅自离开，这些人现在与一些身份不明的武林人士混在一起，分舵也正在调查此事，少侠也可去询问下线索。
97011	寻找线索	
97012	初现端倪	没想到这些兔崽子，竟然受不了蛊惑，被有心人利用，真是气死老子了。少侠可将这些线索消息带给明教的长老，老子要开始清理门户了！
97013	寻回圣令	太好了，少侠果然人脉广泛，既然已经有了线索，那还烦劳少侠与我一起寻来令牌，聚贤庄交给我，洛阳和天龙寺还要少侠跑一趟。
97014	寻回圣令	
97015	九宫线锁	看这盒子，倒是做工精美，不像是丐帮所有，看来他们是真的被人利用了，盒子上这九个点，似乎是九宫锁，我们得好好研究一下……
97016	盒中之物	
97017	求助名师	唉，圣火令虽然已经拿到，但已经被破损的不成样子了，令牌上字迹也已经模糊不清，看来经历了不少抢夺，不知道有没有什么铸造名家能将它修复。
97018	金刚砂	这牌子可不简单，是白金玄铁和金刚砂混和铸成，质地坚硬无比，必须此两种材料才能修复其真身，金刚砂听说数年前被天龙寺附近的山大王董建所得。
97019	白金玄铁	除了金刚砂，还需要大量的白金玄铁，而白金玄铁现在散落在江湖中各种能人异士身上，只要能寻来足够数量的白金玄铁，老夫便可修复这圣火令牌了。
#明教预热第二期任务-交		
97020	知府有请	少侠这次肯来与本官一叙，本官甚喜，苏州一战实属误会，本官也是无可奈何啊，官大一级压死人呐……
97021	是敌是友	哈哈哈哈 ，早就猜到他们是为了圣火令，那些狗官的胡话我是不信的，想要圣火令，哪有那么简单。
97022	真实身份	其中的三枚圣物中载有教中不传神功，便是朝廷心心念念的圣火令。
97023	教中争执	哈哈哈，是老大让你来找问我当时的情况的？
97024	左右使者	我已听闻少侠对我教方左使等教众有相助之恩，吕师襄在此谢过。
97025	烈火圣物	圣火令上有不传神功的事情也不知道怎么被走漏，现在各方人马蠢蠢欲动，实在不是什么好事情。
97026	无名杀手	少侠也不曾看出他们的武功路数？既然这样，那就先不管这些杀手的事情了。
97027	回忆	什么？圣火令真的丢了？我本还以为这是总坛为了……故意放出的消息，没想到……
97028	鬼祟乞丐	看到叫花子，就能证明是我们丐帮所为？这魔教，也太不那个啥了吧，不过既然人家都说了，那我们也得给个交代。
97029	烈酒赠舵主	哈哈哈哈，好酒好酒，这聚贤庄天寒地冻的，就差这么一坛好酒了。
97030	寻找线索	
97031	寻找线索	果然是这群兔崽子惹的祸，看我怎么收拾他们。
97032	初现端倪	少侠可查到什么？
97033	寻回圣令	
97034	寻回圣令	聚贤庄的东西我已经拿到，但是东西装在这盒子里，还不知道里面到底是不是圣火令。
97035	九宫线锁	少侠，来，帮个忙，我拿着盒子，你来点那几个锁线。
97036	盒中之物	好的，成功了，圣火令终于找回来了。
97037	求助名师	这可是个宝贝啊，让老夫看看，看看……
97038	金刚砂	金刚砂，老夫也还是十几年前见过一次呢。
97039	白金玄铁	去吧，年轻人，找到了白金玄铁就来交给我，后面的事就交给老夫了。
#明教预热第二期任务-追踪		
97041	知府有请	前往苏州找到蒋忻与其交谈
97042	真实身份	听方腊说明真实身份
97043	教中争执	找到朱言询问明教左右使的矛盾
97044	左右使者	找到明教右使吕师襄与其交谈
97045	烈火圣物	听吕师襄说明明教圣物丢失之事
97046	无名杀手	击败杀手探查他们的身份
97047	回忆	询问方腊离开之时是否发现端倪
97048	鬼祟乞丐	找到陈孤雁求助
97049	烈酒赠舵主	找到聚贤庄的商人买一坛烈酒
97050	寻找线索	击败聚贤庄的武林豪杰打探消息
97051	寻找线索	击败天龙寺的武林败类打探消息
97052	初现端倪	将打探到的线索带回给吕师襄
97053	寻回圣令	前往天龙寺寻找圣令
97054	寻回圣令	前往洛阳寻找圣令
97055	九宫线锁	与吕师襄讨论如何打开锦盒
97056	盒中之物	帮助吕师襄打开锦盒
97057	求助名师	找到铸造大师欧冶子求助修复圣火令
97058	金刚砂	击败董建得到金刚砂
97059	白金玄铁	听欧冶子交代如何得到白金玄铁
97060	无名杀手	回复吕师襄
97061	烈酒赠舵主	将烈酒带给蒋舵主
97062	金刚砂	将金刚砂带回交给欧冶子
97063	是敌是友	找到方腊询问近况
97064	活动大厅跳转	烈火铸圣令
97065		见到少侠，本官便宽心许多。
#明教预热第三期任务97071-97100		
#明教预热第三期任务-接		
97071	洛阳来信	久闻少侠盛名，今日一见果然名不虚传。
97072	正邪不两立	我教起源于波斯，志趣、行为与中原门派有异，弟子行事乖张，身份神秘，不免与一般江湖侠士格格不入，故被视之为异类，更有甚者称我们是魔教。
97073	明教教主	前段时间在下一直闭关修炼武功，刚出关，便听闻近日教众与朝廷纷争不断，在下赶来洛阳，就是为了处理这件事情，圣火令一事也不知道现在如何了。
97074	询问大师	哎，圣火令啊，那玩意老夫早就修复好了，还多亏了江湖上各位豪侠给送来的白金玄铁，前些日子，已经被明教那个吕什么的给取走了。
97075	转交	前日我已经派了心腹带着令牌迅速赶往洛阳，交于林教主，但是至今仍未有消息传回，不知道是不是路上出了什么事情，少侠可否帮我前往一探？
97076	保护圣令	圣火令上载有绝世神功的事情已经在江湖上传的沸沸扬扬，无数武林人士对其虎视眈眈，我教教众已经在各地开始阻击这些蠢蠢欲动之徒，少侠若能助我们一臂之力是最好不过的了。
#明教预热第三期任务-交		
97081	洛阳来信	在下林世长，是为明教教主。我教一直偏居西域，不想却因为圣火令重现江湖……
97082	正邪不两立	但是教中众人的志向是在行善去恶，拯救世人，名声并不是如传闻那般。
97083	明教教主	年轻人，你又来了。
97084	询问大师	圣火令已经修复完全，幸得少侠帮助，我教上下都甚为感激。
97085	转交	如此重要之物，竟还需借少侠之手，惭愧惭愧啊。
97086	保护圣令	少侠神勇无敌，真不愧是武林之栋梁。#G今日天色已晚，少侠可明日继续前来寻我保护圣令，在下也有谢礼赠与少侠。#l
#明教预热第三期任务-追踪		
97091	洛阳来信	前往洛阳找到林世长
97092	正邪不两立	听林世长谈明教与其他门派的矛盾
97093	明教教主	找到欧冶子询问圣火令修复的事情
97094	询问大师	与吕师襄交谈
97095	转交	找到被藏在洛阳郊区的圣火令
97096	保护圣令	击败对圣火令虎视眈眈的江湖人士
97097	转交	将圣火令转交给林世长
97098	保护圣令	回复林世长
#跨服玩法服务器基础规则97101-97200		
97101	跨服玩法服务器基础规则	暂时无法进入跨服场景，请稍后再试
97102	跨服玩法服务器基础规则	跨服
97103	跨服玩法服务器基础规则	您不在跨服区域，无法收到该频道信息
97104	跨服玩法服务器基础规则	跨服频道禁止语音输入
97105	跨服玩法服务器基础规则	目标已返回所属服务器，无法查看
97106	跨服玩法服务器基础规则	目标已返回所属服务器，无法寻踪
97107	跨服玩法服务器基础规则	当前跨服场景禁止进行此交易
97108	跨服玩法服务器基础规则	当前不可对其他服务器玩家进行该操作
97109	跨服玩法服务器基础规则	所属服务器:{0}
97110	跨服玩法服务器基础规则	服务器:
97111	跨服玩法服务器基础规则	只有双方同时在跨服场景中时，才可与其他服务器玩家聊天
97112	跨服玩法服务器基础规则	对方已返回所属服务器，无法聊天
97113	跨服玩法服务器基础规则	无法查看异服玩家的个人空间
97114	跨服玩法服务器基础规则	跨服频道还需要{0}秒才能聊天
97115	跨服玩法服务器基础规则	该功能无法在跨服服务器使用
97116	跨服玩法服务器基础规则	＠{0}
97117	跨服玩法服务器基础规则	{0}你在{1}被玩家#c00FFFC[[url=3^_^{2}^_^]{3}#ZWID{4}[/url]]#l击败了
97118	跨服玩法服务器基础规则	跨服频道无法进行语音
97119	跨服玩法服务器基础规则	你在{0}击败了#c00FFFC[[url=3^_^{1}^_^]{2}#ZWID{3} [/url]]#l
97120	跨服玩法服务器基础规则	与队长处在不同服务器，无法通过自动跟随前往
97121	跨服玩法服务器基础规则	只有自身与目标同时处在跨服服务器才可进行该操作
97122	跨服玩法服务器基础规则	跨服服务器地址获取失败，请结束游戏进程重新启动游戏。
97123	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97124	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97125	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97126	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97127	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97128	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97129	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97130	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97131	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97132	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97133	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97134	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97135	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97136	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97137	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97138	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97139	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97140	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97141	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97142	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97143	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97144	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97145	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97146	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97147	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97148	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97149	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97150	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97151	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97152	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97153	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97154	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97155	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97156	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97157	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97158	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97159	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97160	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97161	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97162	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97163	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97164	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97165	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97166	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97167	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97168	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97169	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97170	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97171	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97172	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97173	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97174	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97175	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97176	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97177	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97178	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97179	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97180	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97181	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97182	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97183	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97184	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97185	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97186	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97187	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97188	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97189	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97190	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97191	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97192	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97193	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97194	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97195	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97196	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97197	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97198	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97199	跨服玩法服务器基础规则	跨服玩法服务器基础规则
97200	跨服玩法服务器基础规则	跨服玩法服务器基础规则
#推广员97201-97300		
97201	推广员	江湖情缘
97202	推广员	前往#G洛阳喜娘#l处完成江湖情缘任务，开启限时江湖情缘活动。
97203	推广员	行走江湖难免需要个伴互相照料，我将会为你推荐有缘好友若干，即刻邀TA一起快意江湖吧！
97204	推广员	江湖情缘
97205	推广员	看看好友圈中谁与你有缘
97206	推广员	活动说明：限时江湖情缘活动显示4位有缘人，最多可邀3位！
97207	推广员	有缘奖励：当所邀请的有缘人完成指定的宜做事宜，邀请者即可领取对应的道具奖励；所邀请的平台好友创建角色后也会获得一定的道具奖励。
97208	推广员	已达活动可邀请好友上限3人
97209	推广员	邀请好友成功！
97210	推广员	我在天龙等你
97211	推广员	亲，天注定天龙于你我有缘，即刻共闯江湖！
97212	推广员	活动剩余时间：
97213	推广员	有缘人勘破珍珑棋局
97214	推广员	有缘人传功予人
97215	推广员	有缘人喜获神器
97216	推广员	有缘人勘破武学修练
97217	推广员	亲爱的少侠，这是您江湖情缘中获得奖励，请收下。
97218	推广员	江湖情缘之约
97219	推广员	亲爱的少侠，欢迎您来到天龙八部江湖中来！您需要完成珍珑棋局、帮会传功、获取神器和武学修炼，邀请您进入游戏内的玩家才会获得相应的道具奖励。
97220	推广员	好友圈中尚未发现与您有缘分的人！
97221	推广员	上上签
97222	推广员	宜
97223	推广员	活动已结束
97224	推广员	当前数据异常，请重新登陆！
97225	推广员	摇一摇
97226	推广员	邀请
97227	推广员	江湖情缘未领奖励
97228	推广员	少侠，这是您未领取的江湖情缘奖励，请收下！
97229	推广员	此玩家已达到今日可被邀请上限！
97230	推广员	未发现有缘人！
#重阳节补充97301~97400		
97301	第1档说明	当天竞速排行榜结算时，位于排行榜第1名~第5名的玩家可以获得以下奖励。
97302	第2档说明	当天竞速排行榜结算时，位于排行榜第6名~第10名的玩家可以获得以下奖励。
97303	第3档说明	当天竞速排行榜结算时，位于排行榜第11名~第15名的玩家可以获得以下奖励。
97304	第4档说明	当天竞速排行榜结算时，位于排行榜第16名~第30名的玩家可以获得以下奖励。
97305	第5档说明	当天竞速排行榜结算时，位于排行榜第31名~第50名的玩家可以获得以下奖励。
97306	第6档说明	当天竞速排行榜结算时，位于排行榜第51名~第100名的玩家可以获得以下奖励。
#MSDK补充字典97401~97450		
97401		载图中..
97402		加载图片失败，请检查网络状况或查看其它公告内容
97403		公告
97404		当前暂无公告信息，请前往官网查看。
#群push97451~97500		
97451	群push	当前没有可进行召集的活动
97452	群push	"行酒令19:00开始,会长邀你去喝酒拿经验！"
97453	群push	御膳比赛20:00开始，超多帮贡等你来拿！
97454	群push	团结一心，奋勇杀星。20:00，帮会等你！
97455	群push	守卫战20:00准时开启，守卫帮会人人有责！
97456	群push	帮派领地战，一个都不能少!上线拼杀，帮会等你！
97457	群push	帮会开帮战啦，大家火速上线拼杀！
97458	群push	帮会演武堂马上开始啦，为了帮会荣誉而战吧！
97459	群push	行酒令开始啦！
97460	群push	帮会御膳开始啦！
97461	群push	帮会杀星开始啦！
97462	群push	守卫战开始啦！
97463	群push	领地战开始啦！
97464	群push	帮战开始啦！
97465	群push	演武堂开始啦！
97466	群push	[点击参加]
97467	群push	"{0}[03FFFC]#aB{1}#aE#ExtraDataGuildMuster|{2},-1,-1"
97468	群push	演武堂召集
97469	群push	帮会御膳召集
#明教预热第四期任务97501-97550		
#明教预热第四期任务接		
97501	明教告急	今日收到消息，朝廷联合了五大门派前往昆仑山，恐怕是要围攻我教总坛光明顶。
97502	五大门派	此事万分紧急，在下要先行赶回去，拜托少侠将此消息带给左使方腊，让他也速回！还有右使吕师襄，看他有没有法子可以通知各地教众，尽力支援总坛。
97503	支援	我们为了百姓反抗朝廷，和五大门派有什么关系？听说前些时候五大门派被人挑衅了，难道还把气撒到我们明教身上了？我倒要看看，他们都有什么能耐！
97504	解救光明顶	
#明教预热第四期任务交		
97506	明教告急	也不知道朝廷用了什么手段，引得五大门派联手，这事肯定有问题。
97507	五大门派	什么？竟有此事！
97508	支援	我一直担心的事情终于发生了！现在我们明教教众大多都散落在各地支援义军，总坛人员稀少，少侠，跟我一起前往光明顶助我们一臂之力吧！
97509	解救光明顶	感谢少侠鼎力相助，他日我明教重出江湖，定要众位弟子与少侠把酒言欢！
#明教预热第四期任务追踪		
97511	明教告急	前往洛阳找到林世长
97512	五大门派	前往苏州告诉方腊光明顶被围
97513	支援	将五大门派联合攻打光明顶的消息告知吕师襄
97514	解救光明顶	帮助明教击败围攻光明顶的人
97515	解救光明顶	回复吕师襄
97516		解救光明顶
#健康游戏引导97551-97600		
97551		您已连续在线{0}小时。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97552		您已累计在线{0}小时。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97553		您已连续在线{0}小时。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97554		您已累计在线8小时。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97555		您已累计在线{0}小时。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97556		您正处于疲劳游戏时间，请等待{0}小时{1}分{2}秒后再继续游戏。为了您的健康，请做适当身体活动，合理安排学习生活。
97557		您已连续在线{0}小时。30分钟后进入疲劳游戏时间，将被强制下线，下线{1}分钟后可继续游戏。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97558		您已连续在线{0}小时，已进入疲劳游戏时间，将被强制下线，下线{1}分钟后可继续游戏。为了您的健康，请做适当身体活动，合理安排学习生活。
97559		您已累计在线{0}小时。30分钟后进入疲劳游戏时间，将被强制下线，下线{1}分钟后可继续游戏。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97560		您已累计在线{0}小时，已进入疲劳游戏时间，将被强制下线，下线{1}分钟后可继续游戏。为了您的健康，请做适当身体活动，合理安排学习生活。
97561		您已累计在线{0}小时，已进入疲劳游戏时间，将被强制下线，下线{1}分钟后可继续游戏。为了您的健康，请做适当身体活动，合理安排学习生活。
97562		您已连续在线{0}小时。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97563		您已累计在线{0}小时。30分钟后进入疲劳游戏时间，将被强制下线，下线{1}分钟后可继续游戏。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97564		您已连续在线9小时，已进入疲劳游戏时间，将被强制下线，下线15分钟后可继续游戏。为了您的健康，请做适当身体活动，合理安排学习生活。({0})
97565		您已累计在线8小时。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97566		您已累计在线15小时30分钟。30分钟后进入疲劳游戏时间，将被强制下线，下线15分钟后可继续游戏。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。
97567		您已累计在线16小时，已进入疲劳游戏时间，将被强制下线，下线15分钟后可继续游戏。为了您的健康，请做适当身体活动，合理安排学习生活。({0})
97568		您已累计在线{0}小时，已进入疲劳游戏时间，将被强制下线，下线15分钟后可继续游戏。为了您的健康，请做适当身体活动，合理安排学习生活。({1})
97569		您已累计在线{0}小时，已进入疲劳游戏时间，将被强制下线，今日无法再次进行游戏。为了您的健康，请做适当身体活动，合理安排学习生活。
97570		夜深了，已经到了休息的时间。由于您的身份验证为未成年人，您已被强制下线。为了您的健康，请尽早休息，合理安排学习生活。
97571		夜深了，已经到了休息的时间，为了您的健康，请尽早休息，合理安排学习生活。
#门派竞技97601~97900		
97601		少侠，现在不是门派竞技活动时间哦！
97602		门派竞技活动即将于20:00分开启，请各位少侠速速前往洛阳周天师处报名。
97603		门派竞技活动已经开启，请各位少侠速速前往洛阳周天师处报名。
97604		门派竞技活动已圆满结束，感谢各位少侠的参与！
97605		门派竞技
97606		门派竞技活动已圆满结束，少侠快去排行榜查看一下自己的战绩和排名吧！
97607		参加
97608		忽略
97609		老夫与各门派掌门颇有些交情，故受托主办 此次门派竞技大赛。少侠不妨参加比赛，与同门切磋一下？
97610		参加活动
97611		竞技排行榜
97612		活动简介
97613		门派竞技活动暂未开启，开启时间为每周四晚8点
97614		门派竞技活动报名时间已结束，少侠请下次再来
97615		您的等级不足55级，无法参加门派竞技活动
97616		您已参加过门派竞技活动，请明日再来
97617		门派竞技为单人活动，请勿组队前往
97618		运镖状态下，无法参加门派竞技活动
97619		您的等级为{0}级，即将进入{1}门派青铜休息室中，是否确认进入？
97620		您的等级为{0}级，即将进入{1}门派白银休息室中，是否确认进入？
97621		您的等级为{0}级，即将进入{1}门派黄金休息室中，是否确认进入？
97622		当前进入休息室的人数过多，请稍后再试
97623		您当前不处于门派竞技休息室场景中
97624		离开休息室后，您将退出门派竞技活动，是否确认离开？
97625		门派竞技活动时间已结束，{0}秒后将自动传送出休息室
97626		您当前处于门派竞技休息室中，无法进行该操作
97627		您有队友处于门派竞技休息室之外，该队友无法响应组队跟随请求。
97628		您有结拜兄弟处于门派竞技休息室中，该结拜无法响应您的召集。
97629		您的配偶处于门派竞技休息室中，无法召集您的配偶。
97630		您有队友处于门派竞技休息室中，该队友无法响应组队跟随请求。
97631		在门派竞技休息室内无法切换分线
97632		{0}—{1}组
97633		匹配倒计时：{0}
97634		当前积分：{0}
97635		战斗场次：{0}（剩余{1}场）
97636		奖励排名
97637		离开活动
97638		参与场次
97639		剩余场次
97640		连胜场次
97641		当前积分
97642		活动结束后可获得如下奖励：
97643		参与的比赛场次越多奖励越丰厚
97644		查看排名
97645		副本创建成功
97646		战斗将于{0}秒后开始
97647		战斗正式开始！
97648		对战倒计时：{0}
97649		即将传出战场
97650		战斗未结束时退出战场，本场场次将无法记录，并且不会获得竞技分数，是否继续退出？
97651		我方伤害量：{0}
97652		敌方伤害量：{0}
97653		离开战场
97654		当前连胜次数：{0}
97655		终结敌方连胜：{0}
97656		匹配倒计时：本场已结束
97657		休息室将在{0}秒后关闭，您将会被传送回洛阳。
97658		青铜
97659		白银
97660		黄金
97661		门派竞技过程中禁止组队
97662		该玩家处于门派竞技过程中，无法组队
97663		您的等级为{0}级，即将进入{1}门派钻石休息室中，是否确认进入？
97664		钻石
97665		90级及以上玩家参与钻石组
97666		80级到89级玩家参与黄金组
97667		70级到79级玩家参与白银组
97668		69级及以下玩家参与青铜组
97669		门派竞技休息室中无法使用技能
