INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
30850	星宿弟子	1	50	0	0	-1	3	-1	9	20	1	0.1	1	0	3324	6822	3324	6822	18800	500	0	0	7566	406	146	70	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	104	1	1	-1	100	50	11036	1200	2400	-1	59	4202	9418	4202	9418	24200	1	17	10	1	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
30851	星宿弟子	1	60	0	0	-1	3	-1	9	20	1	0.1	1	0	4427	10528	4427	10528	27700	500	0	0	11628	639	199	129	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	104	1	1	-1	100	50	11036	1200	2400	-1	69	5633	15818	5633	15818	43100	1	17	10	1	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
30852	星宿弟子	1	70	0	0	-1	3	-1	9	20	1	0.1	1	0	6261	16538	6261	16538	47400	500	0	0	16986	930	301	183	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	104	1	1	-1	100	50	11036	1200	2400	-1	79	9503	20402	9503	20402	71500	1	17	10	1	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
30853	星宿弟子	1	80	0	0	-1	3	-1	9	20	1	0.1	1	0	10178	22754	10178	22754	79900	500	0	0	34106	1655	466	341	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	104	1	1	-1	100	50	11036	1200	2400	-1	89	13677	27286	13677	27286	118600	1	17	10	1	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
30854	星宿弟子	1	90	0	0	-1	3	-1	9	20	1	0.1	1	0	14360	27571	14360	27571	128800	500	0	0	54447	2731	672	575	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	104	1	1	-1	100	50	11036	1200	2400	-1	99	18224	30986	18224	30986	168100	1	17	10	1	0	2	5	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
30855	韩世忠	1	10	0	0	-1	3	-1	8	20	1	0.1	1	0	2276	1751	2276	1751	13615	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10453	1	1	-1	100	50	11153	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10203	0	0	0	0	0	0
30856	梁红玉	1	30	0	0	-1	0	-1	9	20	1	0.1	1	0	1772	3362	1772	3362	183000	500	0	0	5005	202	76	23	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60405	1	1	-1	100	50	11394	1200	2400	-1	39	2874	4699	2874	4699	395100	1	17	10	1	0	2	2	0	0	0	4000	-1	1	10335	0	0	0	0	0	0
30857	梁红玉	1	40	0	0	-1	0	-1	9	20	1	0.1	1	0	2937	5204	2937	5204	392100	500	0	0	6709	319	107	53	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60405	1	1	-1	100	50	11394	1200	2400	-1	49	5081	6480	5081	6480	606900	1	17	10	1	0	2	2	0	0	0	4000	-1	1	10335	0	0	0	0	0	0
30858	梁红玉	1	50	0	0	-1	0	-1	9	20	1	0.1	1	0	5491	6822	5491	6822	667500	500	0	0	9702	521	161	79	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60405	1	1	-1	100	50	11394	1200	2400	-1	59	6978	9418	6978	9418	904400	1	17	10	1	0	2	2	0	0	0	4000	-1	1	10335	0	0	0	0	0	0
30859	梁红玉	1	60	0	0	-1	0	-1	9	20	1	0.1	1	0	7349	10528	7349	10528	970700	500	0	0	16318	845	224	152	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60405	1	1	-1	100	50	11394	1200	2400	-1	69	9388	15818	9388	15818	1436300	1	17	10	1	0	2	2	0	0	0	4000	-1	1	10335	0	0	0	0	0	0
30860	梁红玉	1	70	0	0	-1	0	-1	9	20	1	0.1	1	0	10489	16538	10489	16538	1620700	500	0	0	26369	1332	345	267	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60405	1	1	-1	100	50	11394	1200	2400	-1	79	15806	20402	15806	20402	2454700	1	17	10	1	0	2	2	0	0	0	4000	-1	1	10335	0	0	0	0	0	0
30861	梁红玉	1	80	0	0	-1	0	-1	9	20	1	0.1	1	0	16838	22754	16838	22754	2479900	500	0	0	40572	2147	522	467	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60405	1	1	-1	100	50	11394	1200	2400	-1	89	22854	27286	22854	27286	3836100	1	17	10	1	0	2	2	0	0	0	4000	-1	1	10335	0	0	0	0	0	0
30862	梁红玉	1	90	0	0	-1	0	-1	9	20	1	0.1	1	0	24011	27571	24011	27571	4093900	500	0	0	71770	3332	758	798	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60405	1	1	-1	100	50	11394	1200	2400	-1	99	30467	30986	30467	30986	5286400	1	17	10	1	0	2	2	0	0	0	4000	-1	1	10335	0	0	0	0	0	0
30863	酒坛	1	1	6	0	-1	3	-1	8	20	1	0.1	1	0	32	30	32	30	64	110	0	0	37	7	23	23	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60406	1	1	-1	100	0	11001	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
30864	韩世忠	1	10	38	0	-1	3	-1	8	20	1	0.1	1	0	2276	1751	2276	1751	13615	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10453	1	1	-1	100	50	11153	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10203	0	0	0	0	0	0
30865	梁红玉	1	30	16	0	-1	0	-1	8	20	1	0.1	1	0	183	180	183	180	2550	191	0	0	186	26	48	48	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	60405	1	1	-1	100	50	11394	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	2	0	0	0	4000	-1	1	10335	0	0	0	0	0	0
30866	乔峰	1	30	38	0	-1	3	-1	8	20	1	0.1	1	0	1500	1751	1500	1751	9999999	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10019	1	1	-1	100	50	11015	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	1	2	1	0	0	0	4000	-1	1	10013	0	0	0	0	0	0
30867	乔峰	1	40	38	0	-1	3	-1	8	20	1	0.1	1	0	1500	1751	1500	1751	9999999	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10019	1	1	-1	100	50	11015	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	1	2	1	0	0	0	4000	-1	1	10013	0	0	0	0	0	0
30868	乔峰	1	50	38	0	-1	3	-1	8	20	1	0.1	1	0	1500	1751	1500	1751	9999999	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10019	1	1	-1	100	50	11015	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	1	2	1	0	0	0	4000	-1	1	10013	0	0	0	0	0	0
30869	乔峰	1	60	38	0	-1	3	-1	8	20	1	0.1	1	0	1500	1751	1500	1751	9999999	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10019	1	1	-1	100	50	11015	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	1	2	1	0	0	0	4000	-1	1	10013	0	0	0	0	0	0
30870	乔峰	1	70	38	0	-1	3	-1	8	20	1	0.1	1	0	1500	1751	1500	1751	9999999	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10019	1	1	-1	100	50	11015	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	1	2	1	0	0	0	4000	-1	1	10013	0	0	0	0	0	0
30871	乔峰	1	80	38	0	-1	3	-1	8	20	1	0.1	1	0	1500	1751	1500	1751	9999999	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10019	1	1	-1	100	50	11015	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	1	2	1	0	0	0	4000	-1	1	10013	0	0	0	0	0	0
30872	乔峰	1	90	38	0	-1	3	-1	8	20	1	0.1	1	0	1500	1751	1500	1751	9999999	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	10019	1	1	-1	100	50	11015	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	1	2	1	0	0	0	4000	-1	1	10013	0	0	0	0	0	0
30873	阿紫	1	50	38	0	-1	3	-1	8	20	1	0.1	1	0	1500	1751	1500	1751	9999999	1540	0	0	2394	342	146	146	2500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	101	1	1	-1	100	50	11102	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	11	10	0	0	2	1	0	0	0	4000	-1	1	10127	0	0	0	0	0	0
#50000以下是珍兽，请勿占用																																																																															
50000	呆呆牛宝宝	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20006	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50001	二代呆呆牛	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20009	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50002	二代呆呆牛	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20009	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50003	二代呆呆牛	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20009	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50004	二代呆呆牛	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20007	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50005	二代呆呆牛	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20007	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50006	二代呆呆牛	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20007	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50007	二代呆呆牛	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20008	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50008	二代呆呆牛	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20008	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50009	二代呆呆牛	1	45	1	0	-1	0	-1	9	20	1	0.1	1	0	2007	1544	2007	1544	10161	1172	0	0	1979	282	133	133	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20008	1	1	-1	100	50	11900	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50100	小狐仙宝宝	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20002	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50101	二代小狐仙	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20005	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50102	二代小狐仙	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20005	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50103	二代小狐仙	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20005	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50104	二代小狐仙	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20003	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50105	二代小狐仙	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20003	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50106	二代小狐仙	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20003	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50107	二代小狐仙	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20004	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50108	二代小狐仙	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20004	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50109	二代小狐仙	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20004	1	1	-1	100	50	11901	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50200	狗宝宝	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20037	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50201	二代狗	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20036	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50202	二代狗	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20036	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50203	二代狗	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20036	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50204	二代狗	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20035	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50205	二代狗	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20035	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50206	二代狗	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20035	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50207	二代狗	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20034	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50208	二代狗	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20034	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50209	二代狗	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20034	1	1	-1	100	50	11906	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	11	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50300	乌龟宝宝	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20067	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50301	二代乌龟	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20068	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50302	二代乌龟	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20068	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50303	二代乌龟	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20068	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50304	二代乌龟	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20069	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50305	二代乌龟	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20069	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50306	二代乌龟	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20069	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50307	二代乌龟	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20066	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50308	二代乌龟	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20066	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50309	二代乌龟	1	5	1	0	-1	0	-1	9	20	1	0.1	1	0	74	73	74	73	180	141	0	0	90	14	33	33	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20066	1	1	-1	100	50	11907	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	13	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50400	松鼠宝宝	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20058	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50401	二代松鼠	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20060	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50402	二代松鼠	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20060	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50403	二代松鼠	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20060	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50404	二代松鼠	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20059	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50405	二代松鼠	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20059	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
50406	二代松鼠	1	25	1	0	-1	0	-1	9	20	1	0.1	1	0	588	505	588	505	1932	337	0	0	593	84	83	83	4500	0	0	0	60	0	0	60	0	0	60	0	0	60	0	-1	-1	20059	1	1	-1	100	50	11914	1200	2400	-1	-1	-1	-1	-1	-1	-1	1	17	12	0	0	2	1	0	0	0	4000	-1	1	10001	0	0	0	0	0	0
